"annotation_id","annotator","created_at","date","flag","id","ids","lead_time","sentiment","target","text","updated_at","user" 
201,"1","2024-10-28T08:28:01.288424Z","Sun Apr 19 04:59:22 PDT 2009","NO_QUERY",997,1557586600,20.336,"Positive",4,"and then it was winter again....20cm of crispy new snow....mmmmm ","2024-10-28T08:28:01.288424Z","ernstsommerseth"
202,"1","2024-10-28T08:28:06.238235Z","Sun Jun 07 12:05:32 PDT 2009","NO_QUERY",998,2067294192,10.39,"Positive",4,"@verdure88 and thanks! ","2024-10-28T08:28:06.238235Z","KevinSwitzer"
203,"1","2024-10-28T08:28:17.071065Z","Sun May 31 18:43:16 PDT 2009","NO_QUERY",999,1986355803,12.883,"Negative",0,"@KatyinIndy Sadly, I cannot disagree. ","2024-10-28T08:28:17.071065Z","abesbenedict"
204,"1","2024-10-28T08:28:32.012695Z","Sat May 30 20:59:12 PDT 2009","NO_QUERY",1000,1977441357,23.268,"Positive",0,"Finally got one to work--not the picture of lucky that I wanted though.  ","2024-10-28T08:28:32.012695Z","Minkpuppy"
205,"1","2024-10-28T08:28:43.435997Z","Sun Jun 14 14:32:28 PDT 2009","NO_QUERY",1001,2169460719,72.93299999999999,"Neutral",4,"@afrikajay he's not that great at skating anyways  he just ran a skate park at my old church","2024-10-28T08:28:43.435997Z","snowhite197"
206,"1","2024-10-28T08:28:54.948320Z","Fri Jun 19 23:10:16 PDT 2009","NO_QUERY",1002,2249860289,9.093,"Negative",0,"@thyROMEO Im sooo sorry  she's watching over u now. Gonna miss u Melissa!","2024-10-28T08:28:54.948320Z","GioRocks"
207,"1","2024-10-28T08:29:08.219040Z","Wed Jun 24 22:24:31 PDT 2009","NO_QUERY",1003,2322317335,20.615000000000002,"Positive",0,"@arlasalcedo Thank you Arla &gt;&lt; I want to be with you guys  14 nako!!! wooh\m/ ako ba oldest satin ;;) ?","2024-10-28T08:29:08.219040Z","mainstreet21"
208,"1","2024-10-28T08:29:22.960889Z","Sat Jun 06 18:51:58 PDT 2009","NO_QUERY",1004,2060416518,12.827,"Negative",4,"d-d-d-danger! watch behind you. theres a stranger out to out to find you.... what to do, just grab onto some duck tales OOWOOOOOOO!!!! ","2024-10-28T08:29:22.960889Z","andrewdearling"
209,"1","2024-10-28T08:29:31.816435Z","Tue Apr 21 03:36:22 PDT 2009","NO_QUERY",1005,1573948348,46.655,"Positive",4,"@cupcakebabe ooo, I have the hummingbird book - scrumptious! You'll love it! ","2024-10-28T08:29:31.816435Z","dreamincupcakes"
210,"1","2024-10-28T08:29:37.166139Z","Fri May 22 05:04:32 PDT 2009","NO_QUERY",1006,1881592951,3.42,"Positive",4,"Bom dia pessoal! Thank God ItпїЅs Friday! ","2024-10-28T08:29:37.166139Z","RenataLorah"
211,"1","2024-10-28T08:29:56.199779Z","Mon May 18 07:03:33 PDT 2009","NO_QUERY",1007,1835940495,21.923,"Positive",4,"heading out for another run / walk. Hopefully when I get back the ceiling wont be moving this time. ","2024-10-28T08:29:56.199779Z","tiffsoutherland"
212,"1","2024-10-28T08:30:08.332166Z","Fri Jun 05 12:57:34 PDT 2009","NO_QUERY",1008,2046968826,23.025,"Neutral",0,"Noone put me on FF this week  strange...I'll be doing some later myself.","2024-10-28T08:30:08.332166Z","Stev02008"
213,"1","2024-10-28T08:30:18.057881Z","Sat Jun 06 02:10:03 PDT 2009","NO_QUERY",1009,2052824745,18.794,"Positive",4,"@Custardcuppcake Hope you've had a good day and are now enjoying a relaxing evening!!! ","2024-10-28T08:30:18.057881Z","ladybug8320"
214,"1","2024-10-28T08:30:25.764566Z","Mon Jun 15 21:49:23 PDT 2009","NO_QUERY",1010,2188396910,12.857,"Positive",4,"me + my awesome comfortable bed + huge glass of ice water = a good night sleep ","2024-10-28T08:30:25.764566Z","jessicacornnor"
215,"1","2024-10-28T08:31:03.494583Z","Mon Jun 01 03:47:07 PDT 2009","NO_QUERY",1011,1990071263,44.480000000000004,"Neutral",0,"gettin into VM too much, if my stomach had a face it wud b  atm. not goin 2 skool. stupid broncitis! bed soonish..","2024-10-28T08:31:03.494583Z","Kristy_Lee_"
216,"1","2024-10-28T08:31:15.312270Z","Wed Jun 17 20:30:04 PDT 2009","NO_QUERY",1012,2217177664,51.974999999999994,"Negative",0,"i can't believe i missed SYTYCD tonight. ","2024-10-28T08:31:15.312270Z","tmntskills"
217,"1","2024-10-28T08:31:37.453504Z","Thu May 14 00:51:19 PDT 2009","NO_QUERY",1013,1792961104,19.987,"Neutral",4,"@taylorswift13 omg dont scare me like that. i dont think i can handle you dyeing by some plane or whatever. i love you too much...   ","2024-10-28T08:31:37.453504Z","j3meyer"
218,"1","2024-10-28T08:31:47.176839Z","Mon Jun 15 01:00:49 PDT 2009","NO_QUERY",1014,2175447416,42.004000000000005,"Neutral",4,"I'd like to learn more about my Twitter pals. If you feel comfortable, please share... Who are you? What is inside? What makes you you? ","2024-10-28T08:31:47.176839Z","lisafoley"
219,"1","2024-10-28T08:31:55.543314Z","Tue Jun 02 02:12:32 PDT 2009","NO_QUERY",1015,2001827109,6.55,"Neutral",4,"@heatherleanne Your job makes you sexually frustrated? do tell. ","2024-10-28T08:31:55.543314Z","DougEWhite"
220,"1","2024-10-28T08:32:10.065705Z","Fri May 29 08:37:52 PDT 2009","NO_QUERY",1016,1960869826,26.491,"Neutral",4,"Is laughing at the fact that my mom said she hasn't seen me since I got home. I have been home... Just not at night. ","2024-10-28T08:32:10.065705Z","Toiy"
221,"1","2024-10-28T08:32:28.858338Z","Sun May 17 06:57:31 PDT 2009","NO_QUERY",1017,1825827065,30.658,"Positive",4,"updated kt's twitter and am now getting up to get ready for graduation thing at church. cookies for breakfast sounds good.  ","2024-10-28T08:32:28.858338Z","kleigh_xo"
222,"1","2024-10-28T08:32:42.523034Z","Wed Jun 17 20:54:02 PDT 2009","NO_QUERY",1018,2217459224,26.316,"Negative",0,"wish I could kick this cold so that I can buy new cycling gear and finally go out for a long ride. but have to wait till monday.. ","2024-10-28T08:32:42.523034Z","LizBloxsom"
223,"1","2024-10-28T08:32:54.023955Z","Mon Jun 15 07:15:18 PDT 2009","NO_QUERY",1019,2178140829,22.041,"Negative",0,"gaaah, no printer is good enough for me....too expensive  I have to go to library and make (expensive) prints jiiihoooo!","2024-10-28T08:32:54.023955Z","FredrikHillblom"
224,"1","2024-10-28T08:33:07.422258Z","Wed May 13 23:36:28 PDT 2009","NO_QUERY",1020,1792591778,26.945,"Neutral",4,"Getting ready 2 go night night have an early morning ahead of me ","2024-10-28T08:33:07.422258Z","Jai_suis_belle"
225,"1","2024-10-28T08:33:20.471563Z","Tue Jun 02 11:58:53 PDT 2009","NO_QUERY",1021,2006988095,20.658,"Neutral",4,"@lizook12 Hey, hey!  I retracted and asked if you were okay.  That has to count for something, right?  ","2024-10-28T08:33:20.471563Z","Alanna1231"
226,"1","2024-10-28T08:33:29.206082Z","Wed Jun 17 06:33:14 PDT 2009","NO_QUERY",1022,2206444962,23.434,"Negative",0,"this video is gonna be about an hour long! i'm gonna have to do some serious cuts ","2024-10-28T08:33:29.206082Z","hannah1_7"
227,"1","2024-10-28T08:33:46.404815Z","Mon Jun 15 01:20:25 PDT 2009","NO_QUERY",1023,2175562429,24.874000000000002,"Neutral",4,"@acacetus_uk omg....and this is why i love Robert Pattinson  im so tired today i had oliver trying to spoon me this morning lol, nd sleep","2024-10-28T08:33:46.404815Z","Faniel"
228,"1","2024-10-28T08:33:55.103235Z","Sat May 30 06:00:14 PDT 2009","NO_QUERY",1024,1971027742,5.986,"Positive",4,"@TuxOtaku no worries, I like your style ","2024-10-28T08:33:55.103235Z","JessSloan"
229,"1","2024-10-28T08:34:05.586034Z","Sat Jun 06 11:53:05 PDT 2009","NO_QUERY",1025,2056835370,15.894,"Neutral",0,"do someone know why youtube.com/jonasbrothersmusic says it does NOT exist??? aaaaaaaaaaaaa what's wrong???!!!!  @jonasbrothers","2024-10-28T08:34:05.586034Z","KimilovesJB"
230,"1","2024-10-28T08:34:12.569649Z","Mon Jun 22 12:22:23 PDT 2009","NO_QUERY",1026,2283235278,15.843,"Negative",0,"Not feeling too great today. ","2024-10-28T08:34:12.569649Z","AnnePearl"
231,"1","2024-10-28T08:34:20.012579Z","Sun May 03 08:56:17 PDT 2009","NO_QUERY",1027,1687529248,32.467,"Negative",4,"Needing to do some homework today ","2024-10-28T08:34:20.012579Z","kellcie_8"
232,"1","2024-10-28T08:34:28.635915Z","Mon Apr 20 23:10:57 PDT 2009","NO_QUERY",1028,1572961818,11.541,"Negative",0,"I wish there was more time in the day for sleep! ","2024-10-28T08:34:28.635915Z","kierstenirene"
233,"1","2024-10-28T08:34:37.685546Z","Thu Jun 25 05:42:25 PDT 2009","NO_QUERY",1029,2325578026,16.448999999999998,"Negative",0,"WTF!?! do you see the results from that last quiz!! this is a joke!! nick fazio was calculating the scores!! i swear i'm not 100% evil ","2024-10-28T08:34:37.685546Z","xxspunkransom3x"
234,"1","2024-10-28T08:34:42.751994Z","Sat Jun 06 04:18:25 PDT 2009","NO_QUERY",1030,2053369722,17.708,"Positive",4,"@iheartmeowing me too! haha. ","2024-10-28T08:34:42.751994Z","nicoroxrocks"
235,"1","2024-10-28T08:34:55.525645Z","Fri Jun 19 02:08:34 PDT 2009","NO_QUERY",1031,2235814998,14.602,"Negative",0,"i want a film from lovefilm , too bad i sent them all back today , i wont get any till monday now ","2024-10-28T08:34:55.525645Z","Nicslocker"
236,"1","2024-10-28T08:35:04.567476Z","Fri May 22 00:30:26 PDT 2009","NO_QUERY",1032,1880224142,23.973999999999997,"Neutral",4,"I follow @zaibatsu  because HE is a a classic twitter tweep!  (say that 3 x's fast!)   #FollowFriday","2024-10-28T08:35:04.567476Z","txjrich"
237,"1","2024-10-28T08:35:13.700367Z","Mon Jun 15 21:07:18 PDT 2009","NO_QUERY",1033,2187990445,18.122,"Negative",4,"Going to bed, if I can sleep at all ... nothing happened but still ","2024-10-28T08:35:13.700367Z","nnijhof"
238,"1","2024-10-28T08:35:23.908850Z","Thu Jun 18 14:29:46 PDT 2009","NO_QUERY",1034,2228482331,15.715,"Negative",0,"@DanielleKLau ooohhhh ok...well, that sucks! i wish we could gett all the kids together  &lt;3 j","2024-10-28T08:35:23.908850Z","jackyrox"
239,"1","2024-10-28T08:35:33.258023Z","Sat Jun 06 20:08:05 PDT 2009","NO_QUERY",1035,2061077855,18.286,"Negative",0,"Urgh, I feel so miserable when I get sunburned.  http://tumblr.com/xks1yznph","2024-10-28T08:35:33.258023Z","katypery"
240,"1","2024-10-28T08:35:46.764493Z","Sun Jun 07 13:44:19 PDT 2009","NO_QUERY",1036,2068238404,20.244999999999997,"Neutral",0,"@treas_treas awe  i'll be back as soon as I can!! you on gchat??","2024-10-28T08:35:46.764493Z","manbearpig1"
241,"1","2024-10-28T08:35:53.481271Z","Tue Jun 16 04:58:06 PDT 2009","NO_QUERY",1037,2191293908,10.724,"Neutral",4,"@dirtmind http://bit.ly/15kGBD  i do have that ","2024-10-28T08:35:53.481271Z","HallsOfIllusion"
242,"1","2024-10-28T08:36:04.966362Z","Fri May 29 17:55:26 PDT 2009","NO_QUERY",1038,1966523002,53.939,"Positive",4,"Leaving Alcatraz &quot;the rock&quot;  awesome place everyone needs to check this place out","2024-10-28T08:36:04.966362Z","ragui5"
243,"1","2024-10-28T08:36:26.147669Z","Sun Jun 07 03:32:02 PDT 2009","NO_QUERY",1039,2063651632,11.927,"Positive",4,"Sunday's early morning rain storm with sleet the size of tennis balls... And now it couldn't be much more beautiful; blue sunny skies ","2024-10-28T08:36:26.147669Z","angelinemarie_"
244,"1","2024-10-28T08:36:32.562852Z","Mon Jun 15 17:03:55 PDT 2009","NO_QUERY",1040,2185223130,24.5,"Negative",0,"I have an infected finger. It's all burny and ouchy.  *pouts*","2024-10-28T08:36:32.562852Z","purplewolf"
245,"1","2024-10-28T08:36:39.529703Z","Sun May 31 08:41:00 PDT 2009","NO_QUERY",1041,1981218405,21.362000000000002,"Positive",4,"@crazymitchell - Well err...  Yeah!! ","2024-10-28T08:36:39.529703Z","SGater84"
246,"1","2024-10-28T08:36:46.904865Z","Sun May 31 03:50:22 PDT 2009","NO_QUERY",1042,1979622151,13.019000000000002,"Positive",4,"@GentleSinner Lmao, good for you ","2024-10-28T08:36:46.904865Z","jessicamloring"
247,"1","2024-10-28T08:36:52.605007Z","Wed Jun 03 01:06:30 PDT 2009","NO_QUERY",1043,2014310383,10.618,"Neutral",4,"@ZarTheDip thank you Zar.. for real. ","2024-10-28T08:36:52.605007Z","oOogabriela"
248,"1","2024-10-28T08:37:06.377926Z","Mon May 18 04:26:30 PDT 2009","NO_QUERY",1044,1834862214,26.741999999999997,"Neutral",0,"Really in the mood for an upper 80's kind of day. ","2024-10-28T08:37:06.377926Z","cngodles"
249,"1","2024-10-28T08:37:10.153387Z","Fri May 22 07:05:54 PDT 2009","NO_QUERY",1045,1882564454,12.972999999999999,"Neutral",4,"eating  toastt","2024-10-28T08:37:10.153387Z","estherohhh"
250,"1","2024-10-28T08:37:20.427403Z","Mon May 18 04:00:17 PDT 2009","NO_QUERY",1046,1834727750,8.129,"Neutral",4,"@bigMACCC I make greeting cards that say EFFING on them!  http://effing.cc","2024-10-28T08:37:20.427403Z","effingcards"
251,"1","2024-10-28T08:37:43.552175Z","Sat May 02 02:28:28 PDT 2009","NO_QUERY",1047,1677511612,29.475,"Positive",0,"They Joy of hangovers. Bliss   .... Will I' regret following all the #TEMPLES in a moment of foolishness last night? Time will tell.","2024-10-28T08:37:43.552175Z","BuzMeeks"
252,"1","2024-10-28T08:37:52.309202Z","Tue Jun 02 04:24:06 PDT 2009","NO_QUERY",1048,2002502384,5.07,"Positive",4,"@suesshirtshop Awesome Sue....I hope it stays that way too ","2024-10-28T08:37:52.309202Z","LatteWithLori"
253,"1","2024-10-28T08:38:05.858476Z","Mon Jun 22 11:11:47 PDT 2009","NO_QUERY",1049,2282301916,20.299,"Neutral",0,"time check: 2.10am! omona, feels like insomia is taking over meeeeeeeee. T_T only domokun's here with me.  - http://tweet.sg","2024-10-28T08:38:05.858476Z","Jiaqiwoo"
254,"1","2024-10-28T08:38:11.207873Z","Fri Jun 05 23:12:57 PDT 2009","NO_QUERY",1050,2051944446,18.238,"Positive",4,"@msamye come down and visit! ","2024-10-28T08:38:11.207873Z","rlfarris"
255,"1","2024-10-28T08:40:13.586111Z","Sun Jun 21 07:32:01 PDT 2009","NO_QUERY",1051,2265903577,123.86099999999999,"Positive",0,"@SherieheartsRob yay! i think it does! oh...did your msn stop working on your phone ???  xxxxx","2024-10-28T08:40:13.586111Z","xClaire_Cullenx"
256,"1","2024-10-28T08:40:24.534267Z","Sat May 02 10:58:18 PDT 2009","NO_QUERY",1052,1680129089,26.314,"Positive",4,"@_amberm YAY BABY!!! That's great! Dreamy classy place, prepare yourself for the Mistress!!!! ","2024-10-28T08:40:24.534267Z","Ves_pertine"
257,"1","2024-10-28T08:40:31.409874Z","Sat Jun 06 18:13:54 PDT 2009","NO_QUERY",1053,2060087138,31.762,"Positive",4,"@demario_evans im good thank you  an how are you?","2024-10-28T08:40:31.409874Z","missleah0108"
258,"1","2024-10-28T08:40:40.167672Z","Mon Jun 15 03:21:52 PDT 2009","NO_QUERY",1054,2176256676,6.558,"Positive",4,"the teacher likes me a lot. he wants me to stay in the physics department, even though I already changed schools.. ","2024-10-28T08:40:40.167672Z","gialdo"
259,"1","2024-10-28T08:40:46.384165Z","Fri May 29 10:38:45 PDT 2009","NO_QUERY",1055,1962178862,15.866,"Neutral",4,"Watching up today ","2024-10-28T08:40:46.384165Z","itsCHICOman"
260,"1","2024-10-28T08:41:25.165272Z","Mon Jun 01 16:07:37 PDT 2009","NO_QUERY",1056,1997029973,10.663,"Positive",4,"@deighe_d yay and thanks!! ","2024-10-28T08:41:25.165272Z","She_shines92"
261,"1","2024-10-28T08:41:36.080090Z","Wed Jun 03 01:21:50 PDT 2009","NO_QUERY",1057,2014388020,6.156,"Negative",0,"Damn i hate cn my lil sis like this ","2024-10-28T08:41:36.080090Z","Noah315"
262,"1","2024-10-28T08:41:44.180534Z","Wed Jun 17 05:55:48 PDT 2009","NO_QUERY",1058,2206056062,14.914000000000001,"Neutral",0,"waaah!!naoi nd sefa at patti's!! demmet..  wanna be there","2024-10-28T08:41:44.180534Z","plehdgie"
263,"1","2024-10-28T08:41:55.067308Z","Mon Jun 15 03:41:52 PDT 2009","NO_QUERY",1059,2176373521,14.975,"Positive",4,"I did so good this weekend, house-cleaning, washing, drinking, movie watching and half way with a video ","2024-10-28T08:41:55.067308Z","Ice_Ziggee"
264,"1","2024-10-28T08:42:01.612686Z","Wed Jun 24 21:33:44 PDT 2009","NO_QUERY",1060,2321783660,17.741,"Neutral",0,"@jinxington yea just went off ","2024-10-28T08:42:01.612686Z","TaryaLovAHH"
265,"1","2024-10-28T08:42:11.970858Z","Mon Jun 15 04:24:57 PDT 2009","NO_QUERY",1061,2176647991,14.218,"Positive",0,"finally done with the garden ..now its raining ","2024-10-28T08:42:11.970858Z","NiksieThePixie"
266,"1","2024-10-28T08:42:23.711660Z","Tue Jun 16 06:56:42 PDT 2009","NO_QUERY",1062,2192375723,21.305999999999997,"Positive",4,"@Pink You were great, you're always great! That little leather jacket was HOT! Gimme?!? ","2024-10-28T08:42:23.711660Z","drewpeacock85"
267,"1","2024-10-28T08:42:46.797915Z","Sat May 30 22:45:52 PDT 2009","NO_QUERY",1063,1978226023,31.893,"Positive",4,"@GentlemanGhost1 I had a few. I'm not driving. But I am seeing double. Good times over here. ","2024-10-28T08:42:46.798916Z","wowiee"
268,"1","2024-10-28T08:42:56.660881Z","Tue Jun 02 22:16:51 PDT 2009","NO_QUERY",1064,2013269095,6.912,"Neutral",0,"thinks that she's too naive.  http://plurk.com/p/y1fm7","2024-10-28T08:42:56.660881Z","rinaxoxo"
269,"1","2024-10-28T08:43:16.701419Z","Sat Jun 06 04:56:49 PDT 2009","NO_QUERY",1065,2053549635,25.183,"Neutral",4,"My wild WWDC prediction: IPhone runtime to get a Garbage Collector. Consequently, #MacRuby to be fully supported as a target language. ","2024-10-28T08:43:16.701419Z","publicfarley"
270,"1","2024-10-28T08:43:27.851687Z","Fri Jun 05 23:17:04 PDT 2009","NO_QUERY",1066,2051969329,22.981,"Negative",0,"i need to remember the names of the coffees I like at Starbucks. Forget each time - and end up drinking Iced Caffe Latte - which I hate ","2024-10-28T08:43:27.851687Z","rmanocha"
271,"1","2024-10-28T08:43:41.400581Z","Tue Jun 16 15:36:04 PDT 2009","NO_QUERY",1067,2198097752,24.901,"Negative",0,"I miss my love a lot. ","2024-10-28T08:43:41.400581Z","alexleefitz"
272,"1","2024-10-28T08:43:48.941039Z","Sat May 16 19:23:58 PDT 2009","NO_QUERY",1068,1822360965,11.303999999999998,"Positive",4,"@harvestmobile #historymaker ~ Jesus~ Duh... ;-) JK.... Well, kidding about the &quot;duh&quot; ","2024-10-28T08:43:48.941039Z","stephmassey"
273,"1","2024-10-28T08:43:58.574457Z","Tue Jun 02 22:51:39 PDT 2009","NO_QUERY",1069,2013513033,11.911,"Positive",0,"@charitorae proud of you! wish i was motivated enough to go to the gym. ","2024-10-28T08:43:58.574457Z","imjudyvalda"
274,"1","2024-10-28T08:44:11.790649Z","Sat May 30 10:29:37 PDT 2009","NO_QUERY",1070,1973103670,24.594,"Neutral",4,"@nobubee yep. As soon as I sell my place. Anytime now ","2024-10-28T08:44:11.790649Z","rlode"
275,"1","2024-10-28T08:44:18.256544Z","Mon Jun 15 09:41:36 PDT 2009","NO_QUERY",1071,2179867797,12.691,"Neutral",0,"@meeshly me am already broke ","2024-10-28T08:44:18.256544Z","caffeinator"
276,"1","2024-10-28T08:44:27.422235Z","Fri Jun 05 22:00:33 PDT 2009","NO_QUERY",1072,2051433436,11.951,"Positive",4,"Photogenic!  here i go again,taking pictures of myself. haha. LOL","2024-10-28T08:44:27.422235Z","PinkRock25"
277,"1","2024-10-28T08:44:33.114614Z","Sun May 31 01:19:52 PDT 2009","NO_QUERY",1073,1979023545,11.906,"Positive",4,"I have the best roommate/ friend ever ","2024-10-28T08:44:33.114614Z","LindseyVogt"
278,"1","2024-10-28T08:44:41.263964Z","Sat May 02 00:15:47 PDT 2009","NO_QUERY",1074,1677054400,12.493,"Positive",4,"@Henryxi yummy! I like the classic strawberry cheesecake ","2024-10-28T08:44:41.263964Z","itsjudytime"
279,"1","2024-10-28T08:45:01.070452Z","Sun Jun 07 09:13:07 PDT 2009","NO_QUERY",1075,2065751251,26.014,"Positive",4,"It's really nice to know that you think we're all out of time. Going to Six Flags for the day ","2024-10-28T08:45:01.070452Z","AshleyEatWorld"
280,"1","2024-10-28T08:45:18.512638Z","Mon Jun 15 13:01:49 PDT 2009","NO_QUERY",1076,2182332617,23.747,"Positive",4,"If you type &quot;micronutrition quick facts&quot; into Google, I'm the second link.  Whoa!  That is really neat    Love it!","2024-10-28T08:45:18.512638Z","NutriNerd"
281,"1","2024-10-28T08:45:38.111734Z","Sat Jun 20 17:40:14 PDT 2009","NO_QUERY",1077,2259490539,16.2,"Neutral",0,"@DavidCook1 First noticed him on Sir Webber week last year. First HEARD about him on news (live in town where brother Adam lived  )","2024-10-28T08:45:38.111734Z","cjester27"
282,"1","2024-10-28T08:45:48.468972Z","Wed Jun 03 07:20:11 PDT 2009","NO_QUERY",1078,2016772730,23.482,"Negative",0,"@MelaDeBou I think I do. Its gotten so much worse though. I hate it! ","2024-10-28T08:45:48.468972Z","gabriel626"
283,"1","2024-10-28T08:46:04.167050Z","Fri Jun 05 09:56:05 PDT 2009","NO_QUERY",1079,2044874529,21.446,"Positive",4,"@bofranklin! You just scraped into the lead, congratulations! I'll DM you to get your address to post off your prize ","2024-10-28T08:46:04.167050Z","twizmaster"
284,"1","2024-10-28T08:46:11.367986Z","Sun May 31 06:06:40 PDT 2009","NO_QUERY",1080,1980228149,15.827,"Negative",0,"i cant believe im leaving. it makes me sad ","2024-10-28T08:46:11.367986Z","LeHannah"
3,"1","2024-10-27T10:10:46.218387Z","Sun May 31 06:06:40 PDT 2009","NO_QUERY",1080,1980228149,50.433,"Negative",0,"i cant believe im leaving. it makes me sad ","2024-10-27T10:11:19.834501Z","LeHannah"
285,"1","2024-10-28T08:46:20.733185Z","Tue Jun 16 00:20:22 PDT 2009","NO_QUERY",1081,2189565708,7.16,"Negative",0,"@TheCupcakeNinja oh no your fish is a goner!! ","2024-10-28T08:46:20.733185Z","Nonoloco"
286,"1","2024-10-28T08:46:31.409100Z","Tue Jun 23 15:57:56 PDT 2009","NO_QUERY",1082,2301826389,7.421,"Negative",0,"Blahh. I'm stuck at practice till 8 ","2024-10-28T08:46:31.409100Z","jenidig"
287,"1","2024-10-28T08:47:51.078087Z","Sat Jun 06 02:25:01 PDT 2009","NO_QUERY",1083,2052887268,21.679,"Neutral",0,"F1,Derby day(Epsom),Blake on tv-polo-not sure time,Beethoven...will try get on for an hour at 6pm(Weather depending).the sky looks angry ","2024-10-28T08:47:51.078087Z","jcarouselqueen"
288,"1","2024-10-28T08:47:59.661976Z","Sat May 30 09:47:42 PDT 2009","NO_QUERY",1084,1972739021,6.507,"Positive",4,"@snickers1015 everything will work out fine today for you Steph! *crosses fingers* ","2024-10-28T08:47:59.661976Z","Mia_R"
289,"1","2024-10-28T08:48:14.103636Z","Wed Jun 17 15:03:53 PDT 2009","NO_QUERY",1085,2213202674,11.551,"Neutral",0,"Architect's Journal's top ten structures from Star Wars they feel are most important.   My desk didn't make the list  http://bit.ly/Y9hrB","2024-10-28T08:48:14.103636Z","shellshiznit"
290,"1","2024-10-28T08:48:29.104033Z","Sun Jun 07 16:23:21 PDT 2009","NO_QUERY",1086,2069712984,12.89,"Negative",0,"'Pizza Girl' by the Jonas Brothers = TOTAL ripoff of the amazing song &quot;Call An Ambulance&quot; by Albert Hammond Jr. What losers. ","2024-10-28T08:48:29.104033Z","vichsfan"
291,"1","2024-10-28T08:48:44.210285Z","Fri May 29 16:40:50 PDT 2009","NO_QUERY",1087,1965862160,12.896,"Neutral",4,"@GeminiTwisted LMAO....I don't have any plastic money...unless they let me use my Victoria's Secret card. ","2024-10-28T08:48:44.210285Z","DonniesGirl69"
292,"1","2024-10-28T08:49:10.292618Z","Sun May 31 08:31:22 PDT 2009","NO_QUERY",1088,1981146457,23.468,"Positive",4,"Who says running is not enriching? It is the 2nd time I find money at the track, $5. last time &amp; this time $20.US yes US. Is it a sign?  ","2024-10-28T08:49:10.292618Z","SilvanaZollo"
293,"1","2024-10-28T08:49:20.641131Z","Thu Jun 25 02:25:23 PDT 2009","NO_QUERY",1089,2324151554,7.786,"Negative",0,"No one around me has skin as bad as mine. I'm sad. ","2024-10-28T08:49:20.641131Z","mldmiu"
294,"1","2024-10-28T08:49:25.908166Z","Fri May 22 00:42:41 PDT 2009","NO_QUERY",1090,1880286163,2.142,"Positive",4,"@Harsayis cool, thanks ","2024-10-28T08:49:25.908166Z","kirstylegg"
295,"1","2024-10-28T08:49:32.707419Z","Wed Jun 03 07:01:06 PDT 2009","NO_QUERY",1091,2016578577,4.072,"Neutral",4,"@jbfan345 what other subjects do u take ? ","2024-10-28T08:49:32.707419Z","xloveisonitsway"
296,"1","2024-10-28T08:49:52.473571Z","Thu May 28 23:00:26 PDT 2009","NO_QUERY",1092,1956910381,17.306,"Neutral",0,"@feiticeira i searched for it, couldn't find it  we discussed it over chat, how it had been deactivated and never reactivated, I ? U twin","2024-10-28T08:49:52.473571Z","bittersweetm"
297,"1","2024-10-28T08:50:09.671198Z","Sun May 31 02:53:58 PDT 2009","NO_QUERY",1093,1979403417,14.734,"Neutral",4,"@smithcdau as they should! its kinda like ATM's took away customer service &amp; now Twitter is bringing that connection back.. ","2024-10-28T08:50:09.671198Z","teale"
298,"1","2024-10-28T08:50:17.455679Z","Fri Jun 05 11:05:38 PDT 2009","NO_QUERY",1094,2045690189,5.698,"Positive",4,"@maximumswearing oh wow, I wonder if @psittarator or @amelipsitts is available ","2024-10-28T08:50:17.455679Z","ameliorator"
299,"1","2024-10-28T08:50:31.586733Z","Sun May 03 20:35:50 PDT 2009","NO_QUERY",1095,1692707963,12.214,"Negative",0,"Lunch break is ending. Today is made up of yawns and back pain ","2024-10-28T08:50:31.586733Z","missdizzy"
300,"1","2024-10-28T08:50:36.521538Z","Sun May 03 23:32:19 PDT 2009","NO_QUERY",1096,1693722558,2.281,"Positive",4,"@Go_Gadget_SODMG thanks ","2024-10-28T08:50:36.521538Z","xXmIxEdMoDeLXx"
301,"1","2024-10-28T08:50:46.754291Z","Mon Jun 15 19:44:28 PDT 2009","NO_QUERY",1097,2187066322,7.909,"Neutral",4,"is having tuna sandwhiches for breakfast. walay nag lung.ag ug kan.on! haha  http://plurk.com/p/117zdw","2024-10-28T08:50:46.754291Z","redsoriano"
302,"1","2024-10-28T08:51:00.153685Z","Sat May 30 01:22:37 PDT 2009","NO_QUERY",1098,1969827415,9.698,"Neutral",4,"@michaelleung it was a bug - the game should be back on your account as you're reading this ","2024-10-28T08:51:00.153685Z","pkarwowski"
303,"1","2024-10-28T08:51:18.018392Z","Tue Jun 16 19:34:31 PDT 2009","NO_QUERY",1099,2200932615,15.803,"Neutral",0,"@SYDNEYx0 I was just about to tweet that! &quot;pls don't dent my brand new baby&quot;! I bet you're terrified ","2024-10-28T08:51:18.018392Z","itsM0RGAN"
304,"1","2024-10-28T08:51:33.768225Z","Wed Jun 03 01:24:18 PDT 2009","NO_QUERY",1100,2014400128,13.681,"Positive",4,"@Alandran Actually I was just being curious. Am thinking of learning it this summer. Nice to know there are so many speakers. ","2024-10-28T08:51:33.768225Z","bikalpapaudel"
